age,gender,race,police_dept,disposition,year,month,day,city,state,county,cause_of_death,criminal_charges,symptoms_of_mental_illness,lat.x,lng.x,lat.y,lng.y,state_name,id,estimate_households_total,estimate_households_total_less_than_10_000,estimate_households_total_10_000_to_14_999,estimate_households_total_15_000_to_24_999,estimate_households_total_25_000_to_34_999,estimate_households_total_35_000_to_49_999,estimate_households_total_50_000_to_74_999,estimate_households_total_75_000_to_99_999,estimate_households_total_100_000_to_149_999,estimate_households_total_150_000_to_199_999,estimate_households_total_200_000_or_more,estimate_households_median_income_dollars,estimate_households_mean_income_dollars,disparity_value,income_class,total_pop,white,prop_white,black,prop_black,asian,prop_asian,am_in_alask,prop_am_in_alask,hawaii_pi,prop_hawaii_pi,other,prop_other
53,Female,Black,Spring Valley Police Department,Pending investigation/No Known Charges,2020,1,4,Spring Valley,NY,Rockland,Tasered,No known charges,Yes,41.1151,-74.0486,41.1151,-74.0486,New York,0500000US36087,101424,3.5,3,5.9,4.6,8.6,12.7,11,20.9,10.9,18.9,100916,133396,32480,Very High,325789,225965,69.35930924616854,39418,12.099242147524931,19281,5.918247700198595,344,0.10558981426628891,0,0,31721,9.736670053316718
25,Male,Black,Chicago Police Department,Pending investigation/No Known Charges,2020,1,4,Chicago,IL,Cook,"Gunshot, Taser",No known charges,No,41.8373,-87.6862,41.8373,-87.6862,Illinois,0500000US17031,1985613,7,4,7.9,8.2,10.5,15.7,12.1,16.2,8,10.5,69429,100785,31356,High,5150233,2916176,56.622214956100045,1189794,23.101750930491882,395599,7.681186462826051,16797,0.3261405843191949,2084,0.04046418870757886,483181,9.381730884796863
26,Male,Black,North Las Vegas Police Department,Pending investigation/No Known Charges,2020,1,2,North Las Vegas,NV,Clark,Gunshot,No known charges,No,36.288,-115.0901,36.288,-115.0901,Nevada,0500000US32003,813607,6.6,3.8,7.7,8.3,13.2,19,13.6,15.3,6,6.5,62107,85925,23818,Middle,2266715,1345727,59.36904286599771,279196,12.317207941889475,226665,9.999713241408822,23279,1.026992806771032,18472,0.814923799418983,257441,11.357448995572888
30,Male,Hispanic,Chicago Police Department,Pending investigation/No Known Charges,2020,1,2,Chicago,IL,Cook,Gunshot,No known charges,No,41.8373,-87.6862,41.8373,-87.6862,Illinois,0500000US17031,1985613,7,4,7.9,8.2,10.5,15.7,12.1,16.2,8,10.5,69429,100785,31356,High,5150233,2916176,56.622214956100045,1189794,23.101750930491882,395599,7.681186462826051,16797,0.3261405843191949,2084,0.04046418870757886,483181,9.381730884796863
30,Male,Hispanic,Ansonia Police Department,Pending investigation/No Known Charges,2020,1,2,Ansonia,CT,New Haven,"Gunshot, Taser",No known charges,No,41.3443,-73.0689,41.3443,-73.0689,Connecticut,0500000US09009,329006,6.1,4.4,9.3,7.8,10.3,15.2,12.6,16.4,8.4,9.4,69751,94695,24944,High,854757,613987,71.83176037166119,122987,14.388533817213547,34348,4.018452027886288,1570,0.18367793419650263,41,0.00479668490576854,51459,6.020307525998617
69,Male,Unknown race,Hillsboro Police Department,Pending investigation/No Known Charges,2020,1,2,Hillsboro,OR,Washington,Gunshot,No known charges,Yes,45.5272,-122.9361,45.5272,-122.9361,Oregon,0500000US41067,222877,4.4,2.4,4.5,6.1,8.7,17.5,14.8,18.6,11.6,11.5,85734,109231,23497,Very High,601592,449521,74.72190454660301,12143,2.0184776393303103,68789,11.43449380975811,3955,0.6574223061476882,2893,0.48089070333382095,32709,5.437073631298288
28,Male,White,Clay County Sheriff's Office,Pending investigation/No Known Charges,2020,1,2,Holt,MO,Clay,Gunshot,No known charges,No,39.4553,-94.3371,39.4553,-94.3371,Missouri,0500000US29047,93066,3.2,2.2,7,8.2,14.6,18.6,14,20.3,7.5,4.5,70253,85262,15009,High,249948,208292,83.33413349976794,14676,5.871621297229824,5037,2.015219165586442,927,0.3708771424456287,814,0.3256677388896891,6846,2.738969705698785
41,Male,White,Riverside County Sheriff's Department,Pending investigation/No Known Charges,2020,1,2,Murrieta,CA,Riverside,Gunshot,No known charges,Drug or alcohol use,33.572,-117.1909,33.572,-117.1909,California,0500000US06065,734948,5,3.7,7.2,6.9,11,17.2,13.5,18.4,8.6,8.4,73260,95564,22304,High,2470546,1478117,59.82956803880599,163542,6.619670307697165,172785,6.993798132072829,20934,0.8473430569598785,8695,0.35194649279956736,517882,20.96224883082525
20,Male,Hispanic,Denver Police Department,Pending investigation/No Known Charges,2020,1,1,Denver,CO,Denver,Gunshot,No known charges,No,39.7621,-104.8759,39.7621,-104.8759,Colorado,0500000US08031,318445,5.5,3.6,6.6,6.9,9.8,17.1,12.4,17.9,8.5,11.7,75646,106715,31069,Very High,727211,561365,77.19423936106577,62853,8.643021076413861,26532,3.6484596630138983,4596,0.6320036413090561,505,0.06944339400806643,38352,5.273847617816562
29,Male,Unknown race,Jackson County Sheriff's Office,Pending investigation/No Known Charges,2020,1,1,Central Point,OR,Jackson,Gunshot,No known charges,Yes,42.3765,-122.911,42.3765,-122.911,Oregon,0500000US41029,87800,6.7,4.8,9.4,10.3,14.4,17.1,14.2,13.3,4.9,4.9,56450,73949,17499,Low,220944,201990,91.42135563762763,1934,0.8753349264972119,3196,1.4465203852559925,2525,1.1428235208921718,618,0.27970888550945033,2629,1.189894271851691
24,Male,White,"Richmond County Sheriff's Office, Virginia State Police",Pending investigation/No Known Charges,2020,1,1,Warsaw,VA,Richmond,Gunshot,No known charges,No,37.9603,-76.761,37.9603,-76.761,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,Male,White,"Nevada County Sheriff's Office, Grass Valley Police Department",Pending investigation/No Known Charges,2020,1,1,Grass Valley,CA,Nevada,"Gunshot, Taser",No known charges,Yes,39.2237,-121.0521,39.2237,-121.0521,California,0500000US06057,39365,3.5,1.6,9.6,11.1,14.7,13.5,13.6,13.5,6.8,12.2,68818,97744,28926,High,99755,92832,93.05999699263194,310,0.31076136534509546,1243,1.2460528294321087,487,0.4881960803969726,342,0.3428399578968473,314,0.31477118941406446
23,Male,Black,Federal Way Police Department,Pending investigation/No Known Charges,2019,12,31,Federal Way,WA,King,Gunshot,No known charges,No,47.3091,-122.3358,47.3091,-122.3358,Washington,0500000US53033,907761,4.1,2.3,4.6,4.9,7.9,13.4,11,19.3,11.6,21,102594,139525,36931,Very High,2252782,1398899,62.09651000407496,151745,6.735893663923095,425891,18.905113766001328,15174,0.6735671716126993,15988,0.7097002728182309,102437,4.547133277875978
57,Male,Black,Omaha Police Department,Pending investigation/No Known Charges,2019,12,31,Omaha,NE,Douglas,Gunshot,No known charges,No,41.2627,-96.0522,41.2627,-96.0522,Nebraska,0500000US31055,222819,5.3,3.3,7.7,8,11.9,19,14.4,16.8,6.8,6.9,67133,89637,22504,High,571327,451724,79.06575393776244,64027,11.206716993945674,22779,3.987033695239329,4202,0.7354807317000597,108,0.018903360072252844,9279,1.6241136862077237
37,Male,Black,Chesterfield Police Department,Pending investigation/No Known Charges,2019,12,31,Chesterfield,MO,St. Louis,Gunshot,No known charges,No,38.6588,-90.5804,38.6588,-90.5804,Missouri,0500000US29189,410842,5,2.8,7.7,7.8,11.9,17.7,12.6,16.1,7.8,10.6,70022,103189,33167,High,994205,665587,66.94665587077112,242125,24.35362928168738,45301,4.556504946163015,1790,0.18004335122032178,1640,0.16495591955381436,12581,1.2654331853088647
47,Male,Unknown race,Mississippi Highway Patrol,Pending investigation/No Known Charges,2019,12,31,Blue Mountain,MS,Tippah,Gunshot,No known charges,No,34.6739,-89.0262,34.6739,-89.0262,Mississippi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Male,Unknown race,"Memphis Police Department, Arkansas State Police",Pending investigation/No Known Charges,2019,12,31,Memphis,AR,Crittenden,Gunshot,No known charges,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,Male,White,Globe Police Department,Pending investigation/No Known Charges,2019,12,31,Globe,AZ,Gila,Gunshot,No known charges,No,33.3869,-110.7515,33.3869,-110.7515,Arizona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,Male,White,Kanawha County Sheriff's Department,Justified by Prosecutor's Office,2019,12,31,Cross Lanes,WV,Kanawha,Gunshot,No known charges,No,38.4351,-81.7706,38.4351,-81.7706,West Virginia,0500000US54039,78384,11.4,5,10.5,9.6,15.5,17.6,10.9,11.7,4,3.9,47759,66290,18531,Very Low,178124,157599,88.47712829265006,12070,6.77617839258045,2248,1.2620421728683389,831,0.46652893489928365,0,0,537,0.30147537670386926
NA,Male,Black,"Houston Police Department, Pasadena Police Department",Pending investigation/No Known Charges,2019,12,30,Houston,TX,Harris,Gunshot,No known charges,No,29.7863,-95.3889,29.7863,-95.3889,Texas,0500000US48201,1647384,6.1,3.4,8.8,9.2,12.7,18.1,12,14.1,6.8,8.9,61618,92488,30870,Middle,4713325,2895713,61.436735213463955,901998,19.137190836617464,331518,7.033633369224486,20316,0.4310332939061066,2396,0.050834601899932635,436847,9.268340290559212
51,Female,White,Sedgwick County Sheriff’s Office,Pending investigation/No Known Charges,2019,12,30,Wichita,KS,Sedgwick,Gunshot,No known charges,No,37.6896,-97.3442,37.6896,-97.3442,Kansas,0500000US20173,199517,5.7,4.5,8.6,9,13.6,19.9,12.2,16.2,5.5,4.7,59716,78411,18695,Low,516042,401414,77.78707934625476,44165,8.558411912208697,22311,4.323485297708326,4395,0.8516748636738869,122,0.023641486545668763,17645,3.4192953286747976
27,Male,White,Fulton Police Department,Pending investigation/No Known Charges,2019,12,30,Fulton,MO,Callaway,Gunshot,No known charges,No,38.8551,-91.9511,38.8551,-91.9511,Missouri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,Male,Hispanic,El Centro Police Department,Pending investigation/No Known Charges,2019,12,29,El Centro,CA,Imperial,Gunshot,No known charges,Unknown,32.7867,-115.5586,32.7867,-115.5586,California,0500000US06025,48182,6.8,10.4,11.5,9,14.6,14.6,12.9,12.4,4.7,3,48472,64050,15578,Very Low,181215,125807,69.42416466628039,3979,2.1957343487018184,2589,1.4286896780067875,3791,2.0919901774135696,0,0,41162,22.71445520514306
76,Male,Unknown race,DeSoto County Sheriff's Office,Pending investigation/No Known Charges,2019,12,29,Byhalia,MS,DeSoto,Gunshot,No known charges,Unknown,34.869,-89.689,34.869,-89.689,Mississippi,0500000US28033,65220,2.5,2.8,8.3,8.6,13.1,20.2,16,16.6,7.8,4,66078,82611,16533,High,184945,119740,64.7435724134202,55988,30.272783800589366,3175,1.7167265943929275,275,0.1486928546324583,0,0,2464,1.3322879775068264
NA,NA,Unknown race,Tippecanoe County Sheriff’s Office,Pending investigation/No Known Charges,2019,12,29,Lafayette,IN,Tippecanoe,Gunshot,No known charges,No,40.399,-86.8594,40.399,-86.8594,Indiana,0500000US18157,73916,9,3.8,13.1,9.6,15.2,17.4,10.6,13.5,3.7,4.1,49352,70167,20815,Very Low,195732,157216,80.32207303864467,11376,5.812028692293544,15892,8.119265117609793,602,0.30756340302045654,37,0.018903398524513112,5503,2.811497353524207
29,Male,White,Rapid City Police Department,Pending investigation/No Known Charges,2019,12,29,Rapid City,SD,Pennington,Gunshot,No known charges,No,44.0716,-103.2204,44.0716,-103.2204,South Dakota,0500000US46103,44676,3.9,6,12.6,9.4,10.1,18.9,13.2,16.2,4.7,4.8,58085,77493,19408,Low,113775,95247,83.71522742254449,2071,1.8202592836739178,1270,1.116238189408921,10132,8.90529553944188,62,0.05449351790815205,233,0.2047901560096682
34,Male,White,Juneau Police Department,Justified by outside agency,2019,12,29,Juneau,AK,Juneau,Gunshot,No known charges,No,58.4546,-134.1739,58.4546,-134.1739,Alaska,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,Male,Hispanic,Kern County Sheriff’s Office,Pending investigation/No Known Charges,2019,12,28,Bakersfield,CA,Kern,Gunshot,No known charges,No,35.3529,-119.0359,35.3529,-119.0359,California,0500000US06029,272888,5.6,6.4,11.7,10.1,13.3,17.3,10.3,13.8,6.4,5.1,53067,75669,22602,Very Low,900202,645240,71.67724577372634,46432,5.157953437117447,42066,4.672951182068025,8906,0.9893335051466227,907,0.10075516384100457,122148,13.568954523540272
31,Male,White,Lancaster Police Department,Pending investigation/No Known Charges,2019,12,28,Lancaster,OH,Fairfield,Gunshot,No known charges,No,39.7249,-82.6049,39.7249,-82.6049,Ohio,0500000US39045,59031,2.8,3,8,9.4,10.2,19.3,13.8,19.2,7.3,7,71469,89741,18272,High,157574,135028,85.69180194702172,13159,8.350996991889525,2985,1.8943480523436609,85,0.053942909363219826,0,0,1615,1.0249152779011765
34,Male,White,Lake County Sheriff's Office,Pending investigation/No Known Charges,2019,12,28,Clearlake Oaks,CA,Lake,Gunshot,No known charges,No,39.0218,-122.6593,39.0218,-122.6593,California,0500000US06033,25968,5.4,8.3,9.4,11.2,21.1,14.8,10.7,10.8,4.8,3.7,47138,67959,20821,Very Low,64386,50669,78.69567918491597,1247,1.9367564377349114,499,0.7750132016276831,2540,3.9449569782250804,27,0.04193458205199888,6062,9.415090237008044
52,Male,White,Harris County Sheriff’s Office,Pending investigation/No Known Charges,2019,12,28,Houston,TX,Harris,Gunshot,No known charges,Yes,29.7863,-95.3889,29.7863,-95.3889,Texas,0500000US48201,1647384,6.1,3.4,8.8,9.2,12.7,18.1,12,14.1,6.8,8.9,61618,92488,30870,Middle,4713325,2895713,61.436735213463955,901998,19.137190836617464,331518,7.033633369224486,20316,0.4310332939061066,2396,0.050834601899932635,436847,9.268340290559212
31,Male,White,Elizabethton Police Department,Pending investigation/No Known Charges,2019,12,28,Elizabethton,TN,Carter,Gunshot,No known charges,No,36.3367,-82.2369,36.3367,-82.2369,Tennessee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,Male,Hispanic,York County Sheriff's Office,Pending investigation/No Known Charges,2019,12,27,Limerick,ME,York,Gunshot,No known charges,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,Male,White,Newport News Police Department,Pending investigation/No Known Charges,2019,12,27,Newport News,VA,Newport News City,Gunshot,No known charges,Yes,37.1051,-76.5185,37.1051,-76.5185,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Male,White,"Anne Arundel County Police Department, U.S. Federal Bureau of Investigation",Pending investigation/No Known Charges,2019,12,27,Linthicum Heights,MD,Anne Arundel,Gunshot,No known charges,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,Male,White,South Ogden Police Department,Pending investigation/No Known Charges,2019,12,27,South Ogden,UT,Weber,Gunshot,No known charges,Drug or alcohol use,41.1722,-111.9577,41.1722,-111.9577,Utah,0500000US49057,87863,3.1,2.9,5.4,8.4,11.4,20.7,18.4,18.1,5.9,5.6,72206,87362,15156,High,260213,236957,91.06270632135981,3155,1.2124682471667443,3790,1.4564990988152013,2350,0.9031063013761803,671,0.2578656715844328,4996,1.9199655666703817
35,Male,Black,Memphis Police Department,Pending investigation/No Known Charges,2019,12,26,Memphis,TN,Shelby,Gunshot,No known charges,No,35.1046,-89.9773,35.1046,-89.9773,Tennessee,0500000US47157,353950,8.1,6.1,9.8,10.3,13.2,17,11.2,12.7,4.5,7,52614,80016,27402,Very Low,937166,365798,39.03235926185969,504715,53.855453569591724,26200,2.7956626680865506,1129,0.12046958596449295,140,0.014938655478325078,23656,2.524205957108986
35,Male,Hispanic,Polk County Sheriff's Office,Pending investigation/No Known Charges,2019,12,26,Auburndale,FL,Polk,Gunshot,No known charges,Yes,28.0962,-81.8011,28.0962,-81.8011,Florida,0500000US12105,238629,6.1,4.5,11.4,11.2,14.4,20.5,13.5,11.5,3.6,3.3,51833,67906,16073,Very Low,724777,543681,75.01355589374387,110868,15.296843028959254,13001,1.7937931253337234,3032,0.4183355708031574,303,0.04180596238567173,36903,5.091635082239089
23,Male,Black,Clayton County Sheriff's Office,Pending investigation/No Known Charges,2019,12,25,Atlanta,GA,Fulton,Gunshot,No known charges,No,33.7627,-84.4224,33.7627,-84.4224,Georgia,0500000US13121,439578,6.3,3.4,6.7,6.3,10.2,14.4,11.3,16.1,9.1,16.2,80013,125680,45667,Very High,1063937,469465,44.125263055989215,472625,44.42227312331463,76786,7.217156654952314,2068,0.19437241114840445,673,0.06325562509810262,17248,1.6211486206420118
59,Female,White,Marion County Sheriff’s Office,Justified by State Attorney,2019,12,25,Ocala,FL,Marion,Gunshot,No known charges,Yes,29.178,-82.1511,29.178,-82.1511,Florida,0500000US12083,145622,6.6,3.8,13.4,9.4,17,21,12.8,9.9,3,3,49576,64731,15155,Very Low,365579,299730,81.98775093755386,48342,13.22340725260477,4194,1.1472212572385174,1486,0.40647849028527355,0,0,4469,1.2224443964232081
60,Male,Black,Oklahoma City Police Department,Pending investigation/No Known Charges,2019,12,24,Oklahoma City,OK,Oklahoma,Gunshot,No known charges,Drug or alcohol use,35.4676,-97.5136,35.4676,-97.5136,Oklahoma,0500000US40109,305493,6.8,4.6,9.5,8.9,14,18.7,12.2,13,5.8,6.5,56235,83009,26774,Low,797434,551112,69.11067248198597,119946,15.041495597127788,28316,3.550889478000687,26274,3.294818129149246,855,0.10721890463662195,24384,3.0578079188998712
56,Male,Unknown race,Springfield Police Department,Pending investigation/No Known Charges,2019,12,24,Springfield,MO,Greene,Gunshot,No known charges,No,37.1943,-93.2916,37.1943,-93.2916,Missouri,0500000US29077,133900,9.2,3.9,14.2,12.4,15,18.8,10.5,10.3,3.3,2.4,43752,63870,20118,Very Low,293086,261617,89.26287847253025,10275,3.505796933323325,6657,2.271346976655316,1308,0.44628539063619554,348,0.11873648007751991,3078,1.0502036944787538
65,Male,White,Volusia County Sheriff's Office,Pending investigation/No Known Charges,2019,12,24,Deltona,FL,Volusia,Gunshot,No known charges,Yes,28.905,-81.2137,28.905,-81.2137,Florida,0500000US12127,219451,5.6,5,9.9,12.1,14.2,19.8,13.4,12.1,3.9,4,53766,70972,17206,Very Low,553284,435185,78.6549041721792,58899,10.645346693560631,10431,1.8852885678964149,946,0.17097909934138705,54,0.009759906304899474,33368,6.03089914040529
34,Male,Hispanic,San Antonio Police Department,Pending investigation/No Known Charges,2019,12,23,San Antonio,TX,Bexar,Gunshot,No known charges,No,29.4658,-98.5253,29.4658,-98.5253,Texas,0500000US48029,646352,6.6,3.9,9.1,9.5,13.1,19.7,12.8,14.1,6,5.3,58964,79424,20460,Low,2003554,1552899,77.50721967064527,155244,7.748431038045394,59703,2.9798547980239114,17785,0.8876726057795298,4298,0.2145188000922361,136246,6.800216016139321
38,Male,Hispanic,Phoenix Police Department,Pending investigation/No Known Charges,2019,12,23,Phoenix,AZ,Maricopa,Gunshot,No known charges,No,33.5722,-112.0891,33.5722,-112.0891,Arizona,0500000US04013,1611722,5,2.8,7.2,7.5,12.8,18.6,13.7,16.8,7.3,8.3,68649,92992,24343,High,4485414,3547155,79.08199778214453,266128,5.933186992326684,192301,4.287251968268704,93358,2.0813686317472593,10045,0.22394811270486958,213953,4.7699721809402655
24,Male,White,Bryant Police Department,Pending investigation/No Known Charges,2019,12,23,Bryant,AR,Saline,Gunshot,No known charges,Yes,34.6152,-92.4914,34.6152,-92.4914,Arkansas,0500000US05125,45455,3.2,6,7.6,7.8,12.4,20.5,12.9,19.6,7,3.1,66327,77398,11071,High,122437,107328,87.65977604809004,9375,7.656999109746236,1747,1.4268562607708455,246,0.20091965663974123,0,0,632,0.5161838333183596
24,Male,Black,Wilkinsburg Police Department,Pending investigation/No Known Charges,2019,12,22,Pittsburgh,PA,Allegheny,Gunshot,No known charges,No,40.4396,-79.9762,40.4396,-79.9762,Pennsylvania,0500000US42003,553858,6.4,3.6,8.4,8.6,11.9,17.5,12.7,16.1,7,7.9,64871,91448,26577,Middle,1216045,965716,79.41449535173452,157352,12.939652726667186,46965,3.862110365981522,1443,0.11866337183245686,269,0.022120891907783016,7953,0.6540054027605886
46,Male,Black,Hattiesburg Police Department,Pending investigation/No Known Charges,2019,12,22,Hattiesburg,MS,Lamar,Gunshot,No known charges,No,31.3074,-89.317,31.3074,-89.317,Mississippi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Male,Unknown race,Redding Police Department,Pending investigation/No Known Charges,2019,12,22,Redding,CA,Shasta,Gunshot,No known charges,No,40.5698,-122.365,40.5698,-122.365,California,0500000US06089,72714,4.9,5.9,11,7.1,12.4,16.1,14.5,14.6,7.9,5.4,63091,81663,18572,Middle,180080,154887,86.01010661928032,1878,1.0428698356286095,6316,3.50733007552199,4027,2.236228342958685,550,0.30541981341625946,4133,2.295091070635273
40,Male,White,"Emery County Sheriff's Office, Utah Highway Patrol",Pending investigation/No Known Charges,2019,12,21,Huntington,UT,Emery,Gunshot,No known charges,Drug or alcohol use,39.3301,-110.9628,39.3301,-110.9628,Utah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,Male,White,Evansville Police Department,Pending investigation/No Known Charges,2019,12,21,Evansville,IN,Vanderburgh,Gunshot,No known charges,Yes,37.9881,-87.5341,37.9881,-87.5341,Indiana,0500000US18163,75522,6,4.5,11.5,11.2,14.8,19.9,13,11.3,3.7,4,51350,72542,21192,Very Low,181451,152831,84.22714672280671,17588,9.692974962937653,2824,1.5563430347586953,55,0.030311213495654476,1178,0.649211081779654,2398,1.321568908410535
57,Male,White,Ithaca Police Department,Pending investigation/No Known Charges,2019,12,21,Ithaca,NY,Tompkins,Gunshot,No known charges,No,42.4442,-76.5032,42.4442,-76.5032,New York,0500000US36109,40322,10.1,3.4,8.5,8.9,12.9,18,9.3,13.5,5.8,9.6,58626,92501,33875,Low,102180,80958,79.23076923076923,3425,3.3519279702485814,10022,9.80818164024271,103,0.10080250538265806,87,0.08514386376981797,2392,2.340966921119593
